Year,Regional Veterinary Offices,C03321V04008,DAA01C01,DAA01C02,DAA01C03,DAA01C04,DAA01C05,DAA01C06,DAA01C07,DAA01C08,DAA01C09
2013,Office 23,23,3610.0,3537.0,98.0,2.77,56.0,287992.0,280852.0,474.0,1.34
2013,Office 24,24,3721.0,3647.0,172.0,4.72,49.0,276638.0,379867.0,910.0,1.52
2013,Office 25,25,3606.0,3575.0,117.0,3.27,65.0,222463.0,261026.0,345.0,1.82
2013,Office 26,26,2669.0,2643.0,121.0,4.58,33.0,40314.0,114789.0,381.0,2.33
2013,Office 27,27,5071.0,4982.0,150.0,3.01,87.0,183603.0,245534.0,405.0,1.55
2013,Office 28,28,2812.0,2737.0,194.0,7.09,91.0,393645.0,361683.0,1152.0,1.86
2013,Office 29,29,5829.0,5733.0,191.0,3.33,125.0,262953.0,350262.0,411.0,1.45
2014,Office 1,1,3185.0,3171.0,96.0,3.03,60.0,174696.0,238670.0,183.0,2.15
2014,Office 2,2,1655.0,1628.0,97.0,5.96,23.0,95343.0,121787.0,312.0,1.99
2014,Office 3,3,4465.0,4434.0,97.0,2.19,49.0,241085.0,338604.0,573.0,1.43
2014,Office 4,4,1024.0,1014.0,17.0,1.68,39.0,58491.0,87914.0,120.0,2.09
2014,Office 5,5,2848.0,2770.0,231.0,8.34,86.0,197284.0,405642.0,776.0,1.47
2014,Office 6,6,1280.0,1254.0,104.0,8.29,84.0,19646.0,88552.0,190.0,0.76
2014,Office 7,7,7018.0,6937.0,221.0,3.19,140.0,471968.0,368177.0,1039.0,2.14
2014,Office 8,8,3181.0,3111.0,142.0,4.56,58.0,99354.0,144792.0,561.0,2.61
2014,Office 9,9,895.0,892.0,31.0,3.48,25.0,23478.0,89141.0,246.0,1.74
2014,Office 10,10,6055.0,5955.0,338.0,5.68,207.0,407855.0,534691.0,1217.0,3.97
2014,Office 11,11,3263.0,3186.0,205.0,6.43,117.0,251873.0,373294.0,970.0,1.59
2014,Office 12,12,10985.0,10852.0,202.0,1.86,134.0,436384.0,546451.0,989.0,2.44
2014,Office 13,13,3288.0,3255.0,64.0,1.97,38.0,98341.0,158451.0,186.0,1.63
2014,Office 14,14,3287.0,3207.0,139.0,4.33,47.0,237386.0,265087.0,254.0,1.48
2014,Office 15,15,5193.0,5141.0,154.0,3.0,131.0,468296.0,514793.0,1200.0,1.11
2014,Office 16,16,1938.0,1894.0,66.0,3.48,46.0,258855.0,275727.0,160.0,1.94
2014,Office 17,17,5583.0,5451.0,150.0,2.75,97.0,259858.0,320911.0,222.0,1.06
2014,Office 18,18,5443.0,5349.0,223.0,4.17,113.0,274468.0,472791.0,664.0,2.4
2014,Office 19,19,3336.0,3300.0,136.0,4.12,111.0,251978.0,334291.0,635.0,1.66
2014,Office 20,20,2624.0,2549.0,200.0,7.85,140.0,185272.0,255134.0,405.0,1.67
2014,Office 21,21,1583.0,1565.0,91.0,5.81,39.0,111007.0,150232.0,168.0,1.27
2014,Office 22,22,3353.0,3235.0,196.0,6.06,120.0,250543.0,322798.0,618.0,2.06
2014,Office 23,23,2353.0,2347.0,52.0,2.22,27.0,36657.0,46325.0,210.0,1.23
2014,Office 24,24,2994.0,2947.0,210.0,7.13,65.0,247985.0,288489.0,911.0,1.68
2014,Office 25,25,3464.0,3416.0,118.0,3.45,59.0,132096.0,126399.0,135.0,2.43
2014,Office 26,26,3017.0,2961.0,196.0,6.62,104.0,172005.0,254572.0,786.0,0.94
2014,Office 27,27,2739.0,2685.0,198.0,7.37,157.0,243252.0,489122.0,1021.0,2.38
2014,Office 28,28,1390.0,1332.0,104.0,7.81,49.0,208211.0,24987.0,31.0,0.65
2014,Office 29,29,883.0,864.0,86.0,9.95,60.0,83016.0,249511.0,547.0,2.3
2015,Office 1,1,6766.0,6671.0,247.0,3.7,178.0,432861.0,507802.0,1315.0,2.48
2015,Office 2,2,3568.0,3511.0,106.0,3.02,99.0,430316.0,353412.0,901.0,1.95
2015,Office 3,3,3969.0,3917.0,318.0,8.12,108.0,204737.0,642406.0,1090.0,1.72
2015,Office 4,4,3736.0,3665.0,155.0,4.23,66.0,281062.0,284257.0,951.0,2.88
2015,Office 5,5,3226.0,3172.0,106.0,3.34,69.0,106835.0,146482.0,792.0,2.03
2015,Office 6,6,2075.0,2019.0,180.0,8.92,60.0,79977.0,137789.0,966.0,5.72
2015,Office 7,7,3554.0,3512.0,247.0,7.03,176.0,239181.0,460166.0,1307.0,4.66
2015,Office 8,8,3039.0,2947.0,150.0,5.09,53.0,205471.0,311642.0,526.0,2.46
2015,Office 9,9,5065.0,4971.0,188.0,3.78,79.0,447609.0,386052.0,570.0,1.71
2015,Office 10,10,3904.0,3820.0,174.0,4.55,140.0,290643.0,376455.0,352.0,1.24
2015,Office 11,11,3163.0,3117.0,136.0,4.36,80.0,277032.0,382029.0,792.0,1.52
2015,Office 12,12,397.0,394.0,34.0,8.63,26.0,59166.0,73626.0,277.0,2.38
2015,Office 13,13,3723.0,3652.0,390.0,10.68,118.0,327752.0,517372.0,1255.0,2.92
2015,Office 14,14,2773.0,2741.0,111.0,4.05,57.0,240523.0,129827.0,662.0,1.92
2015,Office 15,15,3489.0,3444.0,192.0,5.57,33.0,252322.0,317965.0,1009.0,1.66
2015,Office 16,16,338.0,325.0,43.0,13.23,10.0,39372.0,24987.0,252.0,1.03
2015,Office 17,17,3209.0,3143.0,140.0,4.45,98.0,244760.0,376007.0,1020.0,1.67
2015,Office 18,18,661.0,630.0,116.0,18.41,17.0,102947.0,231384.0,234.0,1.62
2015,Office 19,19,2702.0,2632.0,149.0,5.66,37.0,214283.0,370346.0,310.0,1.26
2015,Office 20,20,3036.0,2904.0,187.0,6.44,133.0,188059.0,285063.0,668.0,2.85
2015,Office 21,21,1020.0,993.0,48.0,4.83,57.0,63653.0,50326.0,315.0,2.45
2015,Office 22,22,3761.0,3675.0,148.0,4.03,126.0,182936.0,326126.0,523.0,1.17
2015,Office 23,23,361.0,325.0,54.0,16.62,39.0,23390.0,65482.0,251.0,2.08
2015,Office 24,24,1542.0,1525.0,40.0,2.62,24.0,60956.0,70316.0,45.0,0.44
2015,Office 25,25,1131.0,1104.0,28.0,2.54,30.0,36992.0,82955.0,140.0,2.17
2015,Office 26,26,5880.0,5793.0,208.0,3.59,75.0,151689.0,369736.0,728.0,1.25
2015,Office 27,27,3567.0,3527.0,157.0,4.45,103.0,81482.0,174824.0,894.0,0.67
2015,Office 28,28,1915.0,1878.0,196.0,10.44,160.0,231261.0,251589.0,884.0,1.94
2015,Office 29,29,3435.0,3390.0,81.0,2.39,95.0,210138.0,410716.0,614.0,2.07
2016,Office 1,1,3056.0,3000.0,310.0,10.33,123.0,177301.0,253479.0,629.0,2.16
2016,Office 2,2,6269.0,6147.0,333.0,5.42,170.0,452103.0,615134.0,1246.0,2.39
2016,Office 3,3,3572.0,3478.0,176.0,5.06,74.0,222421.0,284161.0,769.0,1.86
2016,Office 4,4,3392.0,3360.0,160.0,4.76,81.0,222890.0,514312.0,1043.0,2.41
2016,Office 5,5,5905.0,5831.0,249.0,4.27,147.0,419119.0,564143.0,1250.0,1.98
2016,Office 6,6,920.0,911.0,74.0,8.12,18.0,52848.0,54473.0,31.0,2.06
2016,Office 7,7,9289.0,9202.0,279.0,3.03,182.0,375152.0,620298.0,1069.0,0.32
2016,Office 8,8,3290.0,3198.0,207.0,6.47,160.0,215469.0,362251.0,776.0,1.57
2016,Office 9,9,2968.0,2878.0,130.0,4.52,31.0,310613.0,257566.0,241.0,1.94
2016,Office 10,10,3245.0,3112.0,157.0,5.04,55.0,325205.0,390535.0,354.0,0.79
2016,Office 11,11,6332.0,6255.0,119.0,1.9,90.0,225451.0,287064.0,844.0,2.59
2016,Office 12,12,3505.0,3455.0,252.0,7.29,124.0,247884.0,382190.0,419.0,2.27
2016,Office 13,13,3557.0,3521.0,132.0,3.75,27.0,113056.0,145580.0,283.0,1.06
2016,Office 14,14,1015.0,966.0,135.0,13.98,21.0,19646.0,69203.0,192.0,1.95
2016,Office 15,15,3171.0,3128.0,151.0,4.83,69.0,254445.0,345431.0,688.0,2.18
2016,Office 16,16,5571.0,5432.0,279.0,5.14,111.0,368060.0,413215.0,1126.0,2.09
2016,Office 17,17,6622.0,6544.0,147.0,2.25,56.0,175745.0,284940.0,779.0,1.55
2016,Office 18,18,2900.0,2851.0,89.0,3.12,28.0,88275.0,141591.0,870.0,1.4
2016,Office 19,19,2613.0,2511.0,346.0,13.78,117.0,319308.0,292424.0,1455.0,1.93
2016,Office 20,20,1075.0,1040.0,53.0,5.1,68.0,204144.0,217491.0,237.0,2.33
2016,Office 21,21,2882.0,2835.0,139.0,4.9,85.0,240631.0,271391.0,792.0,1.23
2016,Office 22,22,3300.0,3245.0,237.0,7.3,79.0,229806.0,277038.0,506.0,1.53
2016,Office 23,23,2342.0,2282.0,134.0,5.87,79.0,231785.0,286432.0,937.0,1.74
2016,Office 24,24,6083.0,5976.0,261.0,4.37,114.0,227173.0,293484.0,1388.0,2.37
2016,Office 25,25,3069.0,3003.0,149.0,4.96,71.0,223838.0,313371.0,523.0,1.2
2016,Office 26,26,2394.0,2357.0,117.0,4.96,33.0,43049.0,92981.0,105.0,1.5
2016,Office 27,27,4199.0,4123.0,209.0,5.07,126.0,396504.0,450403.0,977.0,1.75
2016,Office 28,28,3167.0,3130.0,178.0,5.69,146.0,185283.0,269989.0,343.0,1.9
2016,Office 29,29,3541.0,3495.0,120.0,3.43,96.0,263443.0,331593.0,813.0,1.21
2017,Office 1,1,6880.0,6769.0,207.0,3.06,98.0,288299.0,590823.0,1471.0,1.71
2017,Office 2,2,3811.0,3738.0,187.0,5.0,154.0,381288.0,359568.0,1462.0,5.41
2017,Office 3,3,5923.0,5780.0,216.0,3.74,116.0,318901.0,360031.0,978.0,1.77
2017,Office 4,4,1820.0,1796.0,107.0,5.96,70.0,91720.0,167130.0,427.0,1.67
2017,Office 5,5,3293.0,3181.0,190.0,5.97,97.0,196021.0,399727.0,1112.0,2.04
2017,Office 6,6,3519.0,3428.0,218.0,6.36,112.0,199252.0,329966.0,981.0,1.63
2017,Office 7,7,743.0,736.0,63.0,8.56,15.0,67315.0,54835.0,200.0,3.7
2017,Office 8,8,1177.0,1087.0,77.0,7.08,21.0,92244.0,73012.0,296.0,1.81
2017,Office 9,9,3228.0,3156.0,334.0,10.58,82.0,271674.0,453001.0,798.0,2.75
2017,Office 10,10,855.0,774.0,104.0,13.44,45.0,19646.0,43667.0,105.0,1.73
2017,Office 11,11,2577.0,2564.0,103.0,4.02,66.0,47694.0,86135.0,544.0,7.56
2017,Office 12,12,6636.0,6431.0,346.0,5.38,178.0,510732.0,690925.0,1694.0,2.66
2017,Office 13,13,2871.0,2837.0,103.0,3.63,78.0,120077.0,109515.0,267.0,0.94
2017,Office 14,14,1514.0,1469.0,62.0,4.22,65.0,56824.0,132307.0,601.0,7.58
2017,Office 15,15,6467.0,6375.0,162.0,2.54,89.0,249120.0,306472.0,1419.0,2.85
2017,Office 16,16,3012.0,2968.0,193.0,6.5,73.0,277627.0,588527.0,691.0,2.26
2017,Office 17,17,6307.0,6222.0,363.0,5.83,82.0,303681.0,564771.0,1099.0,2.3
2017,Office 18,18,2830.0,2800.0,83.0,2.96,35.0,70794.0,96557.0,330.0,1.57
2017,Office 19,19,7601.0,7538.0,251.0,3.33,129.0,413324.0,524032.0,866.0,2.2
2017,Office 20,20,3023.0,3000.0,71.0,2.37,66.0,220773.0,339575.0,456.0,2.04
2017,Office 21,21,5675.0,5579.0,136.0,2.44,84.0,331647.0,287897.0,403.0,1.83
2017,Office 22,22,11300.0,11174.0,360.0,3.22,118.0,419354.0,558505.0,1574.0,1.72
2017,Office 23,23,5007.0,4954.0,164.0,3.31,97.0,159310.0,301902.0,540.0,1.8
2017,Office 24,24,4791.0,4588.0,297.0,6.47,124.0,365574.0,407384.0,911.0,2.47
2017,Office 25,25,2676.0,2626.0,152.0,5.79,60.0,83571.0,344800.0,206.0,1.73
2017,Office 26,26,6049.0,5905.0,164.0,2.78,68.0,229034.0,263054.0,301.0,1.68
2017,Office 27,27,5684.0,5584.0,266.0,4.76,95.0,363859.0,278439.0,1214.0,0.91
2017,Office 28,28,5910.0,5824.0,180.0,3.09,136.0,342958.0,308748.0,1248.0,2.05
2017,Office 29,29,3188.0,3086.0,151.0,4.89,49.0,240393.0,233825.0,509.0,1.38
2018,Office 1,1,3433.0,3368.0,216.0,6.41,115.0,385209.0,602877.0,710.0,1.26
2018,Office 2,2,3171.0,3131.0,120.0,3.83,68.0,107831.0,123398.0,673.0,0.66
2018,Office 3,3,2680.0,2616.0,160.0,6.12,105.0,202431.0,298700.0,333.0,1.61
2018,Office 4,4,3576.0,3509.0,81.0,2.31,27.0,199200.0,376309.0,233.0,1.75
2018,Office 5,5,3039.0,3014.0,144.0,4.78,59.0,119312.0,115633.0,737.0,1.63
2018,Office 6,6,467.0,428.0,55.0,12.85,93.0,208489.0,282447.0,429.0,2.96
2018,Office 7,7,3320.0,3219.0,157.0,4.88,77.0,223097.0,478726.0,1061.0,1.81
2018,Office 8,8,3369.0,3318.0,176.0,5.3,43.0,435449.0,472193.0,148.0,1.45
2018,Office 9,9,5671.0,5591.0,174.0,3.11,116.0,391798.0,362727.0,892.0,1.73
2018,Office 10,10,3581.0,3459.0,176.0,5.09,109.0,307656.0,402552.0,970.0,1.77
2018,Office 11,11,6259.0,6148.0,207.0,3.37,150.0,410140.0,396883.0,643.0,1.58
2018,Office 12,12,5634.0,5590.0,242.0,4.33,107.0,411401.0,388010.0,1071.0,2.36
2018,Office 13,13,3491.0,3470.0,93.0,2.68,70.0,233673.0,437534.0,283.0,2.31
2018,Office 14,14,9042.0,8958.0,220.0,2.46,52.0,273518.0,362699.0,958.0,1.61
2018,Office 15,15,5721.0,5645.0,164.0,2.91,80.0,490506.0,470599.0,806.0,1.56
2018,Office 16,16,3269.0,3144.0,180.0,5.73,132.0,202642.0,296020.0,1163.0,1.23
2018,Office 17,17,4152.0,4024.0,325.0,8.08,134.0,318776.0,452878.0,758.0,2.61
2018,Office 18,18,5345.0,5301.0,113.0,2.13,87.0,170769.0,233679.0,199.0,1.93
2018,Office 19,19,4907.0,4830.0,208.0,4.31,93.0,154922.0,269841.0,607.0,1.43
2018,Office 20,20,3561.0,3534.0,172.0,4.87,103.0,247182.0,455270.0,872.0,1.64
2018,Office 21,21,3384.0,3304.0,166.0,5.02,69.0,84522.0,287675.0,417.0,0.92
2018,Office 22,22,3039.0,2938.0,138.0,4.7,125.0,221076.0,252275.0,231.0,1.11
2018,Office 23,23,787.0,784.0,20.0,2.55,10.0,22509.0,84021.0,216.0,1.47
2018,Office 24,24,3048.0,2960.0,162.0,5.47,66.0,223015.0,470107.0,788.0,1.91
2018,Office 25,25,3160.0,3114.0,195.0,6.26,84.0,281480.0,297079.0,726.0,2.06
2018,Office 26,26,6154.0,6039.0,247.0,4.09,110.0,360038.0,361215.0,1173.0,2.72
2018,Office 27,27,2310.0,2303.0,56.0,2.43,55.0,61234.0,79518.0,274.0,1.98
2018,Office 28,28,3812.0,3730.0,182.0,4.88,134.0,297257.0,551716.0,923.0,1.6
2018,Office 29,29,3034.0,2968.0,273.0,9.2,107.0,251391.0,629322.0,712.0,2.27
2019,Office 1,1,2743.0,2716.0,85.0,3.13,31.0,81243.0,116493.0,289.0,1.6
2019,Office 2,2,2483.0,2456.0,152.0,6.19,58.0,234788.0,305816.0,725.0,1.5
2019,Office 3,3,4072.0,3988.0,214.0,5.37,130.0,258370.0,281397.0,601.0,1.42
2019,Office 4,4,3212.0,3119.0,149.0,4.78,108.0,270964.0,350662.0,548.0,1.8
2019,Office 5,5,11796.0,11639.0,325.0,2.79,153.0,394560.0,618662.0,1337.0,1.56
2019,Office 6,6,2183.0,2115.0,70.0,3.31,19.0,86891.0,336905.0,196.0,1.51
2019,Office 7,7,1134.0,1115.0,126.0,11.3,55.0,44471.0,132596.0,546.0,1.35
2019,Office 8,8,3522.0,3432.0,223.0,6.5,104.0,415229.0,380509.0,1152.0,2.73
2019,Office 9,9,2797.0,2737.0,131.0,4.79,57.0,242130.0,378653.0,1055.0,1.74
2019,Office 10,10,2945.0,2916.0,107.0,3.67,83.0,203433.0,209748.0,210.0,1.44
2019,Office 11,11,3167.0,3141.0,144.0,4.58,42.0,254753.0,353077.0,224.0,0.29
2019,Office 12,12,2859.0,2824.0,67.0,2.37,51.0,49958.0,422816.0,234.0,2.05
2019,Office 13,13,2997.0,2962.0,109.0,3.68,73.0,247175.0,329978.0,1053.0,1.55
2019,Office 14,14,3568.0,3428.0,114.0,3.33,88.0,265502.0,309671.0,359.0,1.14
2019,Office 15,15,2685.0,2647.0,80.0,3.02,39.0,89140.0,311999.0,378.0,1.34
