Year,Regional Veterinary Offices,C03321V04008,DAA01C01,DAA01C02,DAA01C03,DAA01C04,DAA01C05,DAA01C06,DAA01C07,DAA01C08,DAA01C09
2012,Office 18,18,3615.0,3594.0,122.0,3.39,73.0,70594.0,307537.0,199.0,2.29
2012,Office 19,19,3603.0,3580.0,74.0,2.07,112.0,85742.0,24987.0,668.0,1.44
2012,Office 20,20,4891.0,4850.0,67.0,1.39,70.0,36567.0,148232.0,1692.0,2.65
2012,Office 21,21,2966.0,2939.0,162.0,5.51,109.0,58269.0,452604.0,686.0,3.49
2012,Office 22,22,3570.0,3504.0,62.0,1.77,66.0,163097.0,387589.0,312.0,4.91
2012,Office 23,23,3680.0,3651.0,150.0,4.11,64.0,166722.0,133755.0,103.0,6.21
2012,Office 24,24,2997.0,2898.0,232.0,8.01,144.0,115335.0,747056.0,1307.0,5.11
2012,Office 25,25,3136.0,3126.0,453.0,14.49,39.0,102762.0,416724.0,390.0,1.37
2012,Office 26,26,6386.0,6351.0,359.0,5.65,42.0,90874.0,611669.0,362.0,1.05
2012,Office 27,27,3787.0,3758.0,55.0,1.46,65.0,279881.0,151491.0,505.0,2.87
2012,Office 28,28,3740.0,3688.0,121.0,3.28,45.0,227613.0,59429.0,467.0,5.31
2012,Office 29,29,9801.0,9764.0,184.0,1.88,190.0,167508.0,86379.0,636.0,5.17
2013,Office 1,1,2978.0,2960.0,165.0,5.57,115.0,55817.0,357224.0,951.0,1.88
2013,Office 2,2,2573.0,2527.0,55.0,2.18,130.0,138654.0,365252.0,982.0,2.17
2013,Office 3,3,3100.0,3097.0,174.0,5.62,57.0,89191.0,613468.0,515.0,1.03
2013,Office 4,4,2092.0,2085.0,119.0,5.71,177.0,229257.0,149850.0,31.0,2.78
2013,Office 5,5,3924.0,3909.0,243.0,6.22,98.0,154783.0,144388.0,31.0,2.26
2013,Office 6,6,2856.0,2839.0,215.0,7.57,198.0,88004.0,764837.0,1151.0,1.88
2013,Office 7,7,578.0,525.0,17.0,3.24,10.0,42622.0,24987.0,1129.0,1.8
2013,Office 8,8,6571.0,6479.0,96.0,1.48,159.0,150401.0,192424.0,973.0,1.47
2013,Office 9,9,2688.0,2659.0,233.0,8.76,39.0,157739.0,389962.0,235.0,3.41
2013,Office 10,10,3441.0,3421.0,83.0,2.43,138.0,55902.0,117323.0,31.0,1.55
2013,Office 11,11,1858.0,1654.0,190.0,11.49,223.0,152565.0,681799.0,1338.0,3.06
2013,Office 12,12,2121.0,1985.0,88.0,4.43,23.0,91890.0,24987.0,89.0,0.29
2013,Office 13,13,6026.0,5797.0,156.0,2.69,114.0,305053.0,194728.0,737.0,1.97
2013,Office 14,14,7112.0,7097.0,213.0,3.0,173.0,80139.0,520931.0,103.0,2.36
2013,Office 15,15,2990.0,2987.0,136.0,4.55,99.0,19646.0,306718.0,31.0,1.33
2013,Office 16,16,2604.0,2593.0,235.0,9.06,80.0,139765.0,510502.0,31.0,0.29
2013,Office 17,17,1876.0,1616.0,113.0,6.99,240.0,248402.0,144050.0,401.0,1.15
2013,Office 18,18,1798.0,1762.0,102.0,5.79,60.0,432429.0,309663.0,1352.0,0.29
2013,Office 19,19,1677.0,1558.0,79.0,5.07,126.0,293383.0,628976.0,1390.0,2.59
2013,Office 20,20,6878.0,6833.0,142.0,2.08,111.0,188508.0,396430.0,811.0,2.42
2013,Office 21,21,1219.0,1205.0,17.0,1.41,89.0,211880.0,140421.0,31.0,3.49
2013,Office 22,22,2073.0,2021.0,118.0,5.84,131.0,325550.0,166497.0,1168.0,3.03
2013,Office 23,23,4626.0,4614.0,152.0,3.29,88.0,19646.0,405127.0,31.0,0.29
2013,Office 24,24,390.0,325.0,17.0,5.23,186.0,64145.0,412281.0,31.0,2.53
2013,Office 25,25,750.0,714.0,39.0,5.46,177.0,19646.0,838689.0,566.0,2.41
2013,Office 26,26,1897.0,1880.0,210.0,11.17,126.0,37795.0,229801.0,133.0,0.29
2013,Office 27,27,2736.0,2685.0,78.0,2.91,61.0,274558.0,362402.0,105.0,1.24
2013,Office 28,28,3359.0,3348.0,146.0,4.36,164.0,145458.0,211133.0,1194.0,2.97
2013,Office 29,29,3423.0,3352.0,122.0,3.64,114.0,32955.0,150657.0,957.0,3.77
2014,Office 1,1,3768.0,3765.0,207.0,5.5,98.0,52679.0,735164.0,404.0,1.52
2014,Office 2,2,3554.0,3543.0,430.0,12.14,77.0,190781.0,335909.0,31.0,0.29
2014,Office 3,3,2695.0,2688.0,93.0,3.46,201.0,36971.0,135886.0,322.0,5.6
2014,Office 4,4,3456.0,3435.0,58.0,1.69,67.0,187678.0,579759.0,31.0,0.38
2014,Office 5,5,2444.0,2383.0,156.0,6.55,88.0,317337.0,226464.0,709.0,6.18
2014,Office 6,6,1499.0,1496.0,51.0,3.41,54.0,19646.0,170546.0,1754.0,0.29
2014,Office 7,7,1734.0,1704.0,143.0,8.39,85.0,114013.0,455953.0,363.0,2.95
2014,Office 8,8,2437.0,2424.0,227.0,9.36,121.0,105421.0,148162.0,31.0,2.52
2014,Office 9,9,2920.0,2885.0,77.0,2.67,185.0,259829.0,714792.0,31.0,2.86
2014,Office 10,10,4081.0,4036.0,211.0,5.23,83.0,311958.0,344479.0,625.0,1.81
2014,Office 11,11,381.0,325.0,32.0,9.85,29.0,19646.0,24987.0,401.0,1.4
2014,Office 12,12,1039.0,1036.0,129.0,12.45,77.0,47163.0,204164.0,1132.0,5.13
2014,Office 13,13,1706.0,1703.0,289.0,16.97,150.0,142819.0,57746.0,2319.0,2.53
2014,Office 14,14,2223.0,2193.0,67.0,3.06,146.0,515106.0,559925.0,724.0,2.36
2014,Office 15,15,2137.0,2123.0,226.0,10.65,36.0,19646.0,385823.0,31.0,2.59
2014,Office 16,16,590.0,459.0,70.0,15.25,53.0,528241.0,341921.0,1193.0,2.28
2014,Office 17,17,4124.0,4109.0,92.0,2.24,57.0,19646.0,685896.0,31.0,3.65
2014,Office 18,18,3370.0,3367.0,152.0,4.51,70.0,166003.0,204487.0,1056.0,3.31
2014,Office 19,19,7121.0,6933.0,117.0,1.69,56.0,255787.0,327162.0,31.0,1.58
2014,Office 20,20,2273.0,2239.0,93.0,4.15,48.0,244827.0,369274.0,257.0,2.24
2014,Office 21,21,3165.0,3088.0,154.0,4.99,47.0,139647.0,172374.0,1086.0,1.62
2014,Office 22,22,348.0,325.0,17.0,5.23,128.0,234199.0,206457.0,1028.0,0.29
2014,Office 23,23,2163.0,2119.0,154.0,7.27,144.0,33164.0,24987.0,928.0,2.47
2014,Office 24,24,3199.0,3168.0,237.0,7.48,193.0,207546.0,225596.0,31.0,2.59
2014,Office 25,25,4333.0,4316.0,207.0,4.8,175.0,19646.0,274772.0,31.0,0.29
2014,Office 26,26,7515.0,7482.0,213.0,2.85,200.0,153082.0,284251.0,1232.0,0.65
2014,Office 27,27,4056.0,4026.0,57.0,1.42,86.0,72233.0,141396.0,31.0,0.75
2014,Office 28,28,4100.0,4077.0,256.0,6.28,51.0,130151.0,548703.0,31.0,4.35
2014,Office 29,29,1254.0,1244.0,134.0,10.77,56.0,180273.0,547862.0,1993.0,3.84
2015,Office 1,1,3511.0,3498.0,142.0,4.06,189.0,19646.0,318870.0,2053.0,1.1
2015,Office 2,2,3295.0,3273.0,393.0,12.01,72.0,19646.0,403361.0,190.0,1.08
2015,Office 3,3,3373.0,3360.0,270.0,8.04,69.0,139678.0,202847.0,31.0,2.06
2015,Office 4,4,2815.0,2746.0,142.0,5.17,214.0,19646.0,348213.0,82.0,2.08
2015,Office 5,5,7285.0,7259.0,268.0,3.69,71.0,156888.0,156616.0,1632.0,3.15
2015,Office 6,6,1317.0,1307.0,41.0,3.14,47.0,53026.0,298102.0,199.0,1.61
2015,Office 7,7,755.0,744.0,78.0,10.48,49.0,120728.0,28674.0,1699.0,1.64
2015,Office 8,8,3865.0,3779.0,95.0,2.51,198.0,19646.0,277463.0,1250.0,0.29
2015,Office 9,9,4589.0,4577.0,153.0,3.34,177.0,34489.0,74394.0,402.0,0.68
2015,Office 10,10,3339.0,3301.0,54.0,1.64,61.0,19646.0,506067.0,31.0,8.1
2015,Office 11,11,1447.0,1366.0,43.0,3.15,123.0,188447.0,519253.0,87.0,1.13
2015,Office 12,12,4035.0,3974.0,72.0,1.81,66.0,412911.0,148076.0,813.0,9.64
2015,Office 13,13,4839.0,4828.0,81.0,1.68,82.0,19646.0,95775.0,1105.0,3.29
2015,Office 14,14,3177.0,3132.0,79.0,2.52,120.0,154887.0,358225.0,418.0,3.0
2015,Office 15,15,4246.0,4203.0,65.0,1.55,102.0,80359.0,235943.0,689.0,2.16
2015,Office 16,16,2306.0,2274.0,212.0,9.32,72.0,19646.0,612149.0,31.0,3.6
2015,Office 17,17,2838.0,2824.0,52.0,1.84,78.0,101898.0,288637.0,2427.0,1.33
2015,Office 18,18,9299.0,9251.0,209.0,2.26,261.0,19646.0,569426.0,183.0,1.63
2015,Office 19,19,353.0,325.0,30.0,9.23,202.0,144189.0,223166.0,478.0,0.99
2015,Office 20,20,6987.0,6958.0,207.0,2.97,18.0,19646.0,136586.0,31.0,1.56
2015,Office 21,21,2872.0,2838.0,186.0,6.55,144.0,124571.0,240457.0,2950.0,1.11
2015,Office 22,22,4375.0,4358.0,380.0,8.72,148.0,340776.0,190839.0,31.0,1.25
2015,Office 23,23,1862.0,1846.0,70.0,3.79,209.0,23616.0,433602.0,132.0,0.62
2015,Office 24,24,4554.0,4493.0,309.0,6.88,185.0,19646.0,451321.0,486.0,2.21
2015,Office 25,25,3507.0,3483.0,59.0,1.69,37.0,19646.0,172467.0,185.0,2.49
2015,Office 26,26,2040.0,2010.0,257.0,12.79,158.0,58861.0,510979.0,203.0,0.98
2015,Office 27,27,3295.0,3284.0,177.0,5.39,102.0,62801.0,175788.0,1006.0,2.26
2015,Office 28,28,3859.0,3793.0,422.0,11.13,162.0,19646.0,364507.0,136.0,2.4
2015,Office 29,29,1494.0,1479.0,157.0,10.62,82.0,102421.0,63664.0,651.0,4.2
2016,Office 1,1,356.0,325.0,51.0,15.69,59.0,19646.0,132893.0,31.0,1.01
2016,Office 2,2,973.0,965.0,168.0,17.41,98.0,19646.0,488031.0,507.0,3.26
2016,Office 3,3,3799.0,3772.0,239.0,6.34,233.0,177162.0,141866.0,436.0,1.74
2016,Office 4,4,3466.0,3463.0,66.0,1.91,27.0,87983.0,60803.0,31.0,2.75
2016,Office 5,5,4020.0,4006.0,217.0,5.42,201.0,133273.0,241100.0,361.0,2.39
2016,Office 6,6,4504.0,4394.0,91.0,2.07,76.0,257435.0,473352.0,717.0,0.29
2016,Office 7,7,4954.0,4669.0,108.0,2.31,94.0,97722.0,446536.0,31.0,1.6
2016,Office 8,8,4095.0,3999.0,150.0,3.75,91.0,20305.0,567956.0,575.0,2.41
2016,Office 9,9,3165.0,2977.0,123.0,4.13,148.0,19646.0,501049.0,652.0,2.11
2016,Office 10,10,3965.0,3878.0,146.0,3.76,91.0,19646.0,399241.0,478.0,0.83
2016,Office 11,11,3618.0,3600.0,87.0,2.42,102.0,153578.0,565955.0,1106.0,1.66
2016,Office 12,12,2115.0,2100.0,366.0,17.43,182.0,157250.0,402094.0,641.0,3.4
2016,Office 13,13,4240.0,4151.0,138.0,3.32,50.0,147772.0,62814.0,31.0,2.57
2016,Office 14,14,2030.0,2005.0,147.0,7.33,149.0,290378.0,222938.0,31.0,2.56
2016,Office 15,15,4072.0,4043.0,98.0,2.42,108.0,58025.0,354423.0,166.0,2.4
2016,Office 16,16,3395.0,3364.0,168.0,4.99,78.0,116387.0,129806.0,371.0,1.57
2016,Office 17,17,3741.0,3641.0,74.0,2.03,199.0,33043.0,264348.0,1195.0,1.68
2016,Office 18,18,4656.0,4646.0,160.0,3.44,108.0,79942.0,54922.0,1021.0,1.32
2016,Office 19,19,4402.0,4355.0,171.0,3.93,162.0,121208.0,47008.0,3003.0,0.29
2016,Office 20,20,6897.0,6894.0,267.0,3.87,85.0,19646.0,453765.0,1600.0,0.8
2016,Office 21,21,544.0,533.0,17.0,3.19,77.0,29862.0,313606.0,161.0,0.67
2016,Office 22,22,2952.0,2932.0,114.0,3.89,43.0,83775.0,600858.0,349.0,1.61
2016,Office 23,23,2257.0,2229.0,229.0,10.27,206.0,19646.0,366480.0,31.0,2.38
2016,Office 24,24,3055.0,2998.0,268.0,8.94,149.0,19646.0,205561.0,1098.0,3.08
2016,Office 25,25,3697.0,3412.0,446.0,13.07,140.0,125716.0,495134.0,1302.0,3.12
2016,Office 26,26,1134.0,1111.0,130.0,11.7,38.0,19646.0,143338.0,31.0,2.15
2016,Office 27,27,2364.0,2361.0,387.0,16.39,144.0,69380.0,501156.0,931.0,1.1
2016,Office 28,28,3856.0,3768.0,175.0,4.64,154.0,198729.0,307971.0,208.0,3.12
2016,Office 29,29,3044.0,3000.0,153.0,5.1,117.0,101033.0,348266.0,31.0,4.14
2017,Office 1,1,920.0,917.0,177.0,19.3,107.0,58027.0,448196.0,1950.0,3.4
2017,Office 2,2,3449.0,3432.0,149.0,4.34,54.0,322225.0,319594.0,121.0,2.4
2017,Office 3,3,2600.0,2580.0,55.0,2.13,226.0,19646.0,136861.0,31.0,0.73
2017,Office 4,4,3267.0,3235.0,87.0,2.69,54.0,37615.0,98877.0,559.0,0.81
2017,Office 5,5,3636.0,3612.0,85.0,2.35,70.0,19646.0,24987.0,31.0,5.14
2017,Office 6,6,3733.0,3715.0,113.0,3.04,82.0,193055.0,274148.0,31.0,1.26
2017,Office 7,7,3591.0,3556.0,475.0,13.36,190.0,180322.0,843203.0,1733.0,3.15
2017,Office 8,8,4744.0,4732.0,94.0,1.99,86.0,183169.0,404316.0,31.0,3.45
2017,Office 9,9,3207.0,3182.0,336.0,10.56,145.0,66046.0,261974.0,31.0,1.01
2017,Office 10,10,4011.0,3984.0,83.0,2.08,161.0,79142.0,127685.0,983.0,0.29
2017,Office 11,11,2682.0,2668.0,101.0,3.79,101.0,122548.0,377261.0,31.0,2.77
2017,Office 12,12,4499.0,4419.0,126.0,2.85,148.0,90320.0,296069.0,364.0,1.37
2017,Office 13,13,5571.0,5468.0,252.0,4.61,182.0,414869.0,895956.0,166.0,2.21
2017,Office 14,14,4818.0,4763.0,186.0,3.91,32.0,618323.0,207544.0,397.0,0.79
2017,Office 15,15,2310.0,2278.0,37.0,1.62,118.0,74132.0,478429.0,244.0,2.36
2017,Office 16,16,2924.0,2914.0,372.0,12.77,104.0,19646.0,439034.0,440.0,1.49
2017,Office 17,17,2906.0,2900.0,92.0,3.17,123.0,150399.0,461655.0,479.0,1.52
2017,Office 18,18,3476.0,3382.0,54.0,1.6,272.0,19646.0,99063.0,1377.0,1.53
2017,Office 19,19,392.0,325.0,34.0,10.46,212.0,33167.0,201853.0,645.0,2.87
2017,Office 20,20,2942.0,2929.0,69.0,2.36,174.0,56193.0,109624.0,31.0,1.22
2017,Office 21,21,2492.0,2477.0,136.0,5.49,146.0,24091.0,488471.0,141.0,1.12
2017,Office 22,22,3950.0,3859.0,241.0,6.25,145.0,19646.0,24987.0,31.0,2.04
2017,Office 23,23,4459.0,4447.0,328.0,7.38,35.0,84111.0,90229.0,1045.0,6.46
2017,Office 24,24,2071.0,2056.0,135.0,6.57,202.0,86726.0,374708.0,1565.0,2.13
2017,Office 25,25,4140.0,3986.0,228.0,5.72,117.0,614706.0,727172.0,31.0,3.59
2017,Office 26,26,2429.0,2418.0,89.0,3.68,91.0,19646.0,428301.0,31.0,2.67
2017,Office 27,27,1780.0,1674.0,78.0,4.66,114.0,226119.0,417183.0,31.0,0.83
2017,Office 28,28,6274.0,6196.0,306.0,4.94,43.0,212687.0,416262.0,31.0,2.36
2017,Office 29,29,1251.0,1203.0,77.0,6.4,102.0,30312.0,435711.0,31.0,1.47
2018,Office 1,1,454.0,325.0,17.0,5.23,230.0,223878.0,40027.0,977.0,7.64
2018,Office 2,2,1326.0,1312.0,90.0,6.86,155.0,167573.0,400244.0,658.0,1.23
2018,Office 3,3,3054.0,3035.0,72.0,2.37,218.0,118049.0,75082.0,31.0,3.74
2018,Office 4,4,3169.0,3151.0,149.0,4.73,168.0,114566.0,463333.0,2210.0,2.63
2018,Office 5,5,4570.0,4536.0,160.0,3.53,102.0,33893.0,346476.0,31.0,0.81
2018,Office 6,6,3220.0,3209.0,218.0,6.79,165.0,150967.0,101988.0,31.0,3.14
2018,Office 7,7,2370.0,2344.0,46.0,1.96,142.0,75233.0,152178.0,31.0,0.37
2018,Office 8,8,1200.0,1194.0,17.0,1.42,124.0,305505.0,389202.0,376.0,1.46
2018,Office 9,9,1233.0,1139.0,18.0,1.58,39.0,21461.0,24987.0,1150.0,7.53
2018,Office 10,10,3627.0,3549.0,88.0,2.48,63.0,19646.0,595291.0,31.0,3.43
2018,Office 11,11,3802.0,3760.0,202.0,5.37,97.0,331449.0,130336.0,285.0,0.73
2018,Office 12,12,3183.0,3147.0,124.0,3.94,10.0,618323.0,87901.0,323.0,0.29
2018,Office 13,13,7716.0,7660.0,174.0,2.27,230.0,19646.0,354689.0,514.0,2.13
2018,Office 14,14,532.0,529.0,17.0,3.21,111.0,30083.0,260693.0,31.0,2.24
2018,Office 15,15,1992.0,1962.0,299.0,15.24,40.0,127272.0,48708.0,536.0,0.29
2018,Office 16,16,1816.0,1795.0,243.0,13.54,100.0,153381.0,731665.0,59.0,0.74
2018,Office 17,17,2258.0,2255.0,59.0,2.62,86.0,122662.0,273812.0,31.0,1.0
2018,Office 18,18,3365.0,3269.0,58.0,1.77,41.0,117478.0,416002.0,112.0,0.29
2018,Office 19,19,3681.0,3607.0,100.0,2.77,110.0,312795.0,247245.0,646.0,4.32
2018,Office 20,20,1185.0,1182.0,56.0,4.74,100.0,70496.0,453728.0,804.0,0.7
2018,Office 21,21,3483.0,3449.0,161.0,4.67,160.0,47192.0,304347.0,1184.0,3.06
2018,Office 22,22,1960.0,1914.0,235.0,12.28,217.0,19646.0,75263.0,682.0,2.28
2018,Office 23,23,2972.0,2930.0,45.0,1.54,69.0,162072.0,313575.0,31.0,2.25
2018,Office 24,24,2331.0,2319.0,214.0,9.23,80.0,116604.0,355555.0,95.0,0.56
2018,Office 25,25,2636.0,2610.0,46.0,1.76,102.0,19646.0,248198.0,1316.0,2.21
2018,Office 26,26,1645.0,1608.0,74.0,4.6,208.0,47853.0,691706.0,31.0,3.46
2018,Office 27,27,3208.0,3184.0,77.0,2.42,61.0,278249.0,75092.0,1909.0,2.52
2018,Office 28,28,4170.0,4152.0,396.0,9.54,264.0,172150.0,340280.0,585.0,2.72
2018,Office 29,29,3264.0,3239.0,142.0,4.38,46.0,112967.0,87469.0,31.0,7.13
2019,Office 1,1,5355.0,5335.0,167.0,3.13,58.0,109489.0,937455.0,41.0,0.29
2019,Office 2,2,4071.0,4058.0,60.0,1.48,202.0,375052.0,215150.0,1955.0,1.54
2019,Office 3,3,907.0,699.0,47.0,6.72,156.0,234233.0,232107.0,649.0,2.28
2019,Office 4,4,2944.0,2918.0,299.0,10.25,275.0,81034.0,496947.0,744.0,2.93
2019,Office 5,5,5614.0,5590.0,171.0,3.06,87.0,76833.0,298529.0,3003.0,1.43
2019,Office 6,6,2695.0,2674.0,243.0,9.09,10.0,73488.0,149630.0,399.0,0.62
2019,Office 7,7,2471.0,2415.0,126.0,5.22,95.0,206754.0,366240.0,129.0,2.73
2019,Office 8,8,4255.0,4205.0,236.0,5.61,85.0,49667.0,384789.0,729.0,0.29
2019,Office 9,9,6701.0,6679.0,143.0,2.14,87.0,102743.0,72617.0,647.0,2.32
2019,Office 10,10,3881.0,3878.0,94.0,2.42,91.0,19646.0,112713.0,948.0,1.79
2019,Office 11,11,3458.0,3422.0,56.0,1.64,10.0,118574.0,154896.0,580.0,0.59
2019,Office 12,12,3111.0,3034.0,56.0,1.85,114.0,201844.0,214693.0,31.0,2.89
2019,Office 13,13,2867.0,2664.0,48.0,1.8,58.0,45018.0,214393.0,31.0,1.85
2019,Office 14,14,695.0,681.0,120.0,17.62,127.0,243899.0,298796.0,88.0,3.69
2019,Office 15,15,3824.0,3652.0,144.0,3.94,66.0,380042.0,740496.0,847.0,2.87
